                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     500                                     1537                  6.0000000000000000E+000                  2.0000000000000000E-002                  5.7634785483314022E+007                  2.7346007717601737E+004                  4.2406062557230243E+003                  2.0444284415656653E+003                  8.3768978304004293E+001                 -1.1916328174974447E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.9474867544722825E-001                  8.2552973987478351E-002                  7.5006919502171752E-003                  1.5234031683345676E-003                  9.5970335262601635E-003                  5.9864518427251801E+000                 -8.0486341668885398E-009                  3.4042396493412181E+000                  2.0964754940485403E-004                  2.4400235629955671E+000                  3.2036957975555287E-002                  2.7314877689806769E-002                  4.3795612968398373E-002                  1.4423442048693964E-002                  9.1856592461184605E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1361522464354616E+006                  4.9279326306322337E+003                  2.9281787129417121E+007                  2.0346439990105187E+003                  1.8308867192738762E+003                  1.8128123952406466E+002                  1.2470061183806256E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.8188155063682305E+015                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20240918"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                              temperature                                 pressure                                     prad                                     pgas                                       pp                                      cno                                tri_alpha                                  opacity                               luminosity                                     logL                          gradT_sub_grada                          gradT_div_grada                          gradT_sub_gradr                          gradT_div_gradr 
                                       1                  5.9864518427251801E+000                  1.9230832185623821E+000                  3.6274279554985269E+000                 -8.2436023676012056E+000                  3.1825412681140621E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  4.2406063125293149E+003                  1.5224437937079513E+003                  8.1553309979545352E-001                  1.5216282606081559E+003                  8.0717154584595950E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0246004408793228E-002                  2.0444284415656653E+003                  3.3105719141189973E+000                 -2.6792467829808403E-001                  3.1818525146574062E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       2                  5.9864518427221869E+000                  1.9230832183802817E+000                  3.6274279797383797E+000                 -8.2436021979570260E+000                  3.1825414619808878E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  4.2406065492158959E+003                  1.5224444733191924E+003                  8.1553328186918828E-001                  1.5216289400373232E+003                  8.0717186116641186E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0246008972316553E-002                  2.0444284415656668E+003                  3.3105719141189978E+000                 -2.6792465879175609E-001                  3.1818530206811091E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       3                  5.9864518427127082E+000                  1.9230832178036277E+000                  3.6274280350207686E+000                 -8.2436018110601239E+000                  3.1825419041209329E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  4.2406070890129331E+003                  1.5224460232675310E+003                  8.1553369711406243E-001                  1.5216304895704170E+003                  8.0717258029856701E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0246019380071209E-002                  2.0444284415656800E+003                  3.3105719141190004E+000                 -2.6792453524962007E-001                  3.1818562255513910E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       4                  5.9864518426937421E+000                  1.9230832166498399E+000                  3.6274281087408480E+000                 -8.2436012951271174E+000                  3.1825424937216873E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  4.2406078088422883E+003                  1.5224480901506493E+003                  8.1553425085104647E-001                  1.5216325558997983E+003                  8.0717353927342177E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0246033258998402E-002                  2.0444284415657137E+003                  3.3105719141190075E+000                 -2.6792428806294155E-001                  3.1818626379484488E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       5                  5.9864518426747777E+000                  1.9230832154960507E+000                  3.6274282193210392E+000                 -8.2436005212291743E+000                  3.1825433781213244E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  4.2406088885872578E+003                  1.5224511904753501E+003                  8.1553508145777165E-001                  1.5216356553938924E+003                  8.0717497773492960E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0246054077398790E-002                  2.0444284415657464E+003                  3.3105719141190146E+000                 -2.6792404087619948E-001                  3.1818690503470287E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       6                  5.9864518426368463E+000                  1.9230832131884830E+000                  3.6274283973646586E+000                 -8.2435992751926292E+000                  3.1825448020751068E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  4.2406106270701130E+003                  1.5224561822580579E+003                  8.1553641880782302E-001                  1.5216406458392501E+003                  8.0717729377645908E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0246087596795366E-002                  2.0444284415658115E+003                  3.3105719141190284E+000                 -2.6792354650252204E-001                  3.1818818751488276E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       7                  5.9864518425831701E+000                  1.9230832099229893E+000                  3.6274286060118524E+000                 -8.2435978149864653E+000                  3.1825464707803652E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  4.2406126643783364E+003                  1.5224620320572699E+003                  8.1553798603518357E-001                  1.5216464940712347E+003                  8.0718000790925927E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0246126877742555E-002                  2.0444284415659035E+003                  3.3105719141190479E+000                 -2.6792284690121104E-001                  3.1819000238654016E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       8                  5.9864518425294930E+000                  1.9230832066575081E+000                  3.6274288825926297E+000                 -8.2435958793647277E+000                  3.1825486827865732E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  4.2406153650166571E+003                  1.5224697864823966E+003                  8.1554006354182240E-001                  1.5216542464188547E+003                  8.0718360572655083E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0246178948168526E-002                  2.0444284415659965E+003                  3.3105719141190675E+000                 -2.6792214729939035E-001                  3.1819181725942008E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       9                  5.9864518424408635E+000                  1.9230832012656478E+000                  3.6274292271077320E+000                 -8.2435934683363872E+000                  3.1825514380855076E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  4.2406187289935815E+003                  1.5224794455337126E+003                  8.1554265133720882E-001                  1.5216639028823754E+003                  8.0718808722347760E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0246243808141993E-002                  2.0444284415661491E+003                  3.3105719141190999E+000                 -2.6792099213227177E-001                  3.1819481393733690E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
