                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     600                                     1539                  6.0000000000000000E+000                  2.0000000000000000E-002                  6.3568682202657625E+007                  6.9701882920664502E+004                  5.0313855244101969E+003                  1.7367765103689926E+003                  5.4846628665545786E+001                 -1.5343243501155448E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0384032330981722E-001                  6.1629820758589893E-001                  1.8997175461864789E-006                  1.5547101086151183E-001                  2.0311333576267653E-002                  5.9576338806701798E+000                 -4.4343890649915312E-009                  3.3157062005244340E+000                  2.0571691326428225E-004                  2.2922253578807497E+000                  1.9327543477178383E-001                  2.5040000698127604E-002                  8.9064944512260158E-002                  1.7825629535596531E-002                  1.1152475307948606E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6655016108814795E+006                  8.7747480512792772E+003                  3.4302823910282105E+007                  1.7057364408372000E+003                  1.1586121331460677E+003                  3.5111075594766277E+002                  7.9333195661389254E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.0060750454785882E+015                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20240918"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                              temperature                                 pressure                                     prad                                     pgas                                       pp                                      cno                                tri_alpha                                  opacity                               luminosity                                     logL                          gradT_sub_grada                          gradT_div_grada                          gradT_sub_gradr                          gradT_div_gradr 
                                       1                  5.9576338806701798E+000                  1.7391499373446637E+000                  3.7016876168913218E+000                 -8.1424711209217033E+000                  3.3581170127889686E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  5.0313857671332162E+003                  2.2809565516821613E+003                  1.6161446834607893E+000                  2.2793404069987005E+003                  1.0188374123716682E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5877690918941565E-002                  1.7367765103689926E+003                  3.2397439367210557E+000                 -2.6835314785492181E-001                  3.1785746632418338E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       2                  5.9576338806672009E+000                  1.7391499368331227E+000                  3.7016877041085032E+000                 -8.1424705104847082E+000                  3.3581177102783837E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  5.0313867775612716E+003                  2.2809602149668581E+003                  1.6161459817102157E+000                  2.2793440689851477E+003                  1.0188388445502477E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5877721630673632E-002                  1.7367765103689978E+003                  3.2397439367210570E+000                 -2.6835306245377161E-001                  3.1785767772975942E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       3                  5.9576338806577658E+000                  1.7391499352128843E+000                  3.7016878366860246E+000                 -8.1424695825726676E+000                  3.3581187705175046E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  5.0313883134981024E+003                  2.2809657834608297E+003                  1.6161479551615789E+000                  2.2793496355056682E+003                  1.0188410215777063E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5877768315211621E-002                  1.7367765103690349E+003                  3.2397439367210663E+000                 -2.6835252145729160E-001                  3.1785901693506391E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       4                  5.9576338806483298E+000                  1.7391499335926490E+000                  3.7016880024287993E+000                 -8.1424684225424038E+000                  3.3581200959774522E+000                  6.8744314315677313E-001                  2.9240848473181724E-001                  2.0148372111409629E-002                  5.0313902336616202E+003                  2.2809727449432512E+003                  1.6161504222898753E+000                  2.2793565945209612E+003                  1.0188437431975325E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5877826678426524E-002                  1.7367765103690710E+003                  3.2397439367210752E+000                 -2.6835198045895603E-001                  3.1786035614497260E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       5                  5.9576338806341758E+000                  1.7391499311617986E+000                  3.7016883339426299E+000                 -8.1424661023026310E+000                  3.3581227471048440E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  5.0313940743184885E+003                  2.2809866690616418E+003                  1.6161553569787295E+000                  2.2793705137046632E+003                  1.0188491868795427E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5877943415481981E-002                  1.7367765103691258E+003                  3.2397439367210890E+000                 -2.6835116878929938E-001                  3.1786236538598717E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       6                  5.9576338806011453E+000                  1.7391499254898466E+000                  3.7016888862647233E+000                 -8.1424622367056472E+000                  3.3581271639806771E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  5.0314004730916522E+003                  2.2810098673442458E+003                  1.6161635785023085E+000                  2.2793937037657433E+003                  1.0188582563002479E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5878137908241788E-002                  1.7367765103692529E+003                  3.2397439367211209E+000                 -2.6834927487635885E-001                  3.1786705365735002E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       7                  5.9576338805555622E+000                  1.7391499176622123E+000                  3.7016897694968951E+000                 -8.1424560552830467E+000                  3.3581342269673202E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  5.0314107055478999E+003                  2.2810469640007850E+003                  1.6161767258346611E+000                  2.2794307872749505E+003                  1.0188727592530694E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5878448931442430E-002                  1.7367765103694287E+003                  3.2397439367211649E+000                 -2.6834666110095373E-001                  3.1787352390651813E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       8                  5.9576338804754361E+000                  1.7391499039027685E+000                  3.7016915719049686E+000                 -8.1424434414408449E+000                  3.3581486398140212E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  5.0314315869416841E+003                  2.2811226659199151E+003                  1.6162035558707719E+000                  2.2795064623640442E+003                  1.0189023546923854E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5879083654411694E-002                  1.7367765103697373E+003                  3.2397439367212417E+000                 -2.6834206641089303E-001                  3.1788489779483137E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                       9                  5.9576338802990305E+000                  1.7391498736112831E+000                  3.7016950594303295E+000                 -8.1424190368418152E+000                  3.3581765253549944E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  5.0314719911292768E+003                  2.2812691388419353E+003                  1.6162554712567812E+000                  2.2796528833706784E+003                  1.0189596168338287E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5880311866377159E-002                  1.7367765103704166E+003                  3.2397439367214118E+000                 -2.6833195036553187E-001                  3.1790993947827267E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                      10                  5.9576338799790802E+000                  1.7391498186740750E+000                  3.7017013962528882E+000                 -8.1423747012570349E+000                  3.3582271858077957E+000                  6.8744314315677313E-001                  2.9240848473181735E-001                  2.0148372111409518E-002                  5.0315454062408053E+003                  2.2815352644162663E+003                  1.6163498056169414E+000                  2.2799189146106492E+003                  1.0190636526130569E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5882543763249130E-002                  1.7367765103716488E+003                  3.2397439367217200E+000                 -2.6831360089297163E-001                  3.1795536253726542E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
                                      11                  5.9576338793972052E+000                  1.7391497187731979E+000                  3.7017129517092493E+000                 -8.1422938783621177E+000                  3.3583195423844012E+000                  6.8744314315677313E-001                  2.9240848473181730E-001                  2.0148372111409518E-002                  5.0316792844715983E+003                  2.2820205047358686E+003                  1.6165218423743559E+000                  2.2804039828934942E+003                  1.0192533351163705E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5886614515328319E-002                  1.7367765103738896E+003                  3.2397439367222800E+000                 -2.6828022382456740E-001                  3.1803798555363971E-001                  0.0000000000000000E+000                  1.0000000000000000E+000 
