                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    1250                                     1526                  2.0000000000000000E+000                  2.0000000000000000E-002                  1.0594045193522511E+009                  1.8313566940539789E+004                  4.3622465891589873E+003                  1.8698298252136519E+002                  2.3940530998948613E+001                  1.3483113783137032E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8051615642103207E-001                  1.0920450545545029E-004                  1.2411403554703085E-002                  8.0098926211352825E-004                  2.0850244274391852E-003                  1.9854535597217002E+000                 -6.2944115026664550E-010                  1.1562744579640105E+000                  4.9858316600948104E-004                  7.8881620954024900E-001                  3.8355555817426545E-003                  7.9381572504121090E-003                  1.5855742460031668E-002                  4.1397191645681647E-003                  3.1219695747017984E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.3200868156528252E+005                  2.0737887449995338E+004                  1.0618365013483711E+008                  1.8581364928854140E+002                  1.8581364921714700E+002                  5.5477642674375062E-008                  1.2697429898479067E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.3432264059910596E+016                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20240909"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.9854535597217002E+000                  1.3791337787920210E+000                  3.6397102792329319E+000                 -7.9285689508849151E+000                  3.5112564196156089E+000                  6.9110857793982972E-001                  2.8869981908769299E-001                  2.0191602972477352E-002                  1.6851786393919171E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.9854535597202112E+000                  1.3791337769131238E+000                  3.6397104553377937E+000                 -7.9285677184807604E+000                  3.5112578282522402E+000                  6.9110857793982972E-001                  2.8869981908769299E-001                  2.0191602972477352E-002                  1.6851834219557733E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.9854535597178149E+000                  1.3791337738892830E+000                  3.6397107484950166E+000                 -7.9285656669444284E+000                  3.5112601731582420E+000                  6.9110857793982972E-001                  2.8869981908769299E-001                  2.0191602972477352E-002                  1.6851913833380652E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.9854535597137430E+000                  1.3791337687517136E+000                  3.6397113724229508E+000                 -7.9285613007092035E+000                  3.5112651637735857E+000                  6.9110857793982972E-001                  2.8869981908769299E-001                  2.0191602972477352E-002                  1.6852083274809187E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.9854535597040484E+000                  1.3791337565195250E+000                  3.6397122828387523E+000                 -7.9285549298060003E+000                  3.5112724457524993E+000                  6.9110857793982972E-001                  2.8869981908769299E-001                  2.0191602972477352E-002                  1.6852330514875413E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.9854535596936558E+000                  1.3791337434068116E+000                  3.6397135711415780E+000                 -7.9285459148282973E+000                  3.5112827499670134E+000                  6.9110857793982972E-001                  2.8869981908769299E-001                  2.0191602972477352E-002                  1.6852680371575675E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.9854535596756240E+000                  1.3791337206557437E+000                  3.6397154429904690E+000                 -7.9285328171322513E+000                  3.5112977208693663E+000                  6.9110857793982972E-001                  2.8869981908769299E-001                  2.0191602972477352E-002                  1.6853188684912399E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.9854535596523568E+000                  1.3791336913004060E+000                  3.6397189121316287E+000                 -7.9285085447776007E+000                  3.5113254648819621E+000                  6.9110857793982972E-001                  2.8869981908769299E-001                  2.0191602972477352E-002                  1.6854130720249174E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.9854535595990850E+000                  1.3791336240926508E+000                  3.6397242116777622E+000                 -7.9284714712255440E+000                  3.5113678418279326E+000                  6.9110857793982972E-001                  2.8869981908769299E-001                  2.0191602972477352E-002                  1.6855569685017976E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
