                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     250                                      892                  2.0000000000000000E+000                  2.0000000000000000E-002                  8.6208908268970633E+008                  8.6441092496294919E+006                  7.2365539793609842E+003                  2.0619595099516523E+001                  2.8888807526250466E+000                 -2.9665750103389503E+000                  1.0514214924288172E-001                  2.6027481765423434E-008                  8.7532940529211178E-001                  8.9206937800675806E-005                  1.2145984998559890E-002                  1.1309812480333502E-003                  2.0850244238750405E-003                  1.9958091757124152E+000                 -8.2583223329608969E-012                  1.2382116883823053E+000                  5.0336433693089200E-004                  7.1696220103284591E-001                  3.9023512009776968E-003                  7.4525460792628931E-003                  1.6478357065093045E-002                  4.1613108767542964E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4784997139557476E+004                  1.5747411990376699E+006                  9.6791870358269644E+008                  2.0653974318774051E+001                  2.0653974318774051E+001                  1.9753699579096379E-034                  1.3735973908899852E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.7205462435888676E+016                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20240909"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.9958091757124152E+000                  4.6072961538321638E-001                  3.8597186898744789E+000                 -7.9200232377695370E+000                  3.7481019014587904E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  1.7631786046663344E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.9958091757109184E+000                  4.6072856140751439E-001                  3.8602083525722874E+000                 -7.9166728924430148E+000                  3.7519758621154677E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  1.7768346208899283E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.9958091757085095E+000                  4.6072687818469726E-001                  3.8610352038029072E+000                 -7.9111854119248202E+000                  3.7583491594078247E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  1.7994304807215286E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.9958091757044163E+000                  4.6072405420406448E-001                  3.8628385014492541E+000                 -7.8998630354330208E+000                  3.7716102009623880E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  1.8469650062679182E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.9958091756946712E+000                  4.6071750325670846E-001                  3.8656395063684399E+000                 -7.8842427466019327E+000                  3.7902624873895863E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  1.9146114962345125E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.9958091756842244E+000                  4.6071072842370486E-001                  3.8681212849831539E+000                 -7.8721199490655440E+000                  3.8050925937559312E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  1.9688145279490059E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.9958091756779877E+000                  4.6070679494278166E-001                  3.8706613477358287E+000                 -7.8608319909300137E+000                  3.8191697196114669E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.0206636705064602E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.9958091756678527E+000                  4.6070056681236904E-001                  3.8735322767083948E+000                 -7.8497358813626024E+000                  3.8334443824877926E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.0729623166000797E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.9958091756608360E+000                  4.6069636364782246E-001                  3.8772473555993798E+000                 -7.8369847977772746E+000                  3.8503459805171105E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.1347349672302403E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.9958091756468033E+000                  4.6068820019561968E-001                  3.8822151566450867E+000                 -7.8233961591844121E+000                  3.8695627088788909E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.2025927036773558E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.9958091756358887E+000                  4.6068204612858543E-001                  3.8866701434248800E+000                 -7.8135083039682023E+000                  3.8845743122136644E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.2533218441686935E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.9958091756265333E+000                  4.6067688975299986E-001                  3.8911784219763184E+000                 -7.8053619873764317E+000                  3.8979858443587534E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.2959928004453605E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.9958091756171779E+000                  4.6067182901851444E-001                  3.8970991753501485E+000                 -7.7970032671047891E+000                  3.9133928231093025E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.3406164648355539E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.9958091756043141E+000                  4.6066500287584972E-001                  3.9037929276172161E+000                 -7.7908149746557402E+000                  3.9277592540447626E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.3742109563263625E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.9958091755957386E+000                  4.6066051632309912E-001                  3.9102086697812135E+000                 -7.7869684972887905E+000                  3.9396708290565550E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.3953349716949693E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.9958091755859937E+000                  4.6065546275713548E-001                  3.9173653543083979E+000                 -7.7851624260959502E+000                  3.9507778234397515E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.4053182653975509E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.9958091755781973E+000                  4.6065143655593194E-001                  3.9239262398958448E+000                 -7.7853188392508574E+000                  3.9594636436265493E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.4044520280002402E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.9958091755719607E+000                  4.6064821435405157E-001                  3.9286601615121297E+000                 -7.7864493985279548E+000                  3.9649234922533472E+000                  6.9999999993199691E-001                  2.8000000006800335E-001                  1.9999999999999796E-002                  2.3982001066435191E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
